                  Time        error x        error y        error z       error 3d
 54467.836574074077362         -0.003         -0.016          0.028          0.032
 54467.836689814816054          0.003         -0.008          0.021          0.023
 54467.836805555554747          0.008         -0.005          0.013          0.016
 54467.836921296293440          0.009         -0.004          0.006          0.012
 54467.837037037039408          0.000          0.000          0.000          0.000
 54467.837152777778101         -0.030         -0.006          0.015          0.034
 54467.837268518516794         -0.060         -0.023          0.030          0.071
 54467.837384259255487         -0.105         -0.037          0.040          0.118
 54467.837500000001455         -0.132         -0.043          0.054          0.149
 54467.837615740740148         -0.167         -0.054          0.065          0.187
 54467.837731481478841         -0.194         -0.058          0.071          0.215
 54467.837847222224809         -0.219         -0.072          0.085          0.246
 54467.837962962963502         -0.234         -0.083          0.093          0.265
 54467.838078703702195         -0.262         -0.091          0.098          0.294
 54467.838194444440887         -0.267         -0.090          0.108          0.302
 54467.838310185186856         -0.300         -0.094          0.113          0.334
 54467.838425925925549         -0.301         -0.102          0.126          0.342
 54467.838541666664241         -0.294         -0.103          0.131          0.338
 54467.838657407410210         -0.312         -0.104          0.136          0.356
 54467.838773148148903         -0.318         -0.110          0.140          0.364
 54467.838888888887595         -0.298         -0.111          0.143          0.349
 54467.839004629626288         -0.281         -0.108          0.145          0.334
 54467.839120370372257         -0.272         -0.105          0.145          0.326
 54467.839236111110949         -0.274         -0.111          0.142          0.328
 54467.839351851849642         -0.262         -0.112          0.139          0.317
 54467.839467592595611         -0.261         -0.108          0.134          0.313
 54467.839583333334303         -0.234         -0.104          0.125          0.285
 54467.839699074072996         -0.209         -0.098          0.111          0.256
 54467.839814814811689         -0.189         -0.085          0.095          0.228
 54467.839930555557657         -0.167         -0.082          0.087          0.206
 54467.840046296296350         -0.131         -0.071          0.071          0.165
 54467.840162037035043         -0.092         -0.053          0.054          0.119
